from	to
8792365	6858244
4370943	7171976
4370943	5015569
4370943	4807458
4984061	9948827
4984061	4025659
9466906	2901002
9466906	7505383
9629771	1766544
8167871	3254869
2397318	2535611
8636829	7964527
8636829	8046232
5597304	4333359
9629771	8283047
10529316	10169453
2960173	7964527
7763266	5704863
7763266	2901002
9153261	2901002
9153261	8683073
7086487	5820814
8468264	9177877
9629771	2695448
3448738	7473629
3448738	10020435
9629771	9629771
6375136	5383801
6375136	9305398
9882094	10321210
8444827	3423035
8382707	8320861
6227378	3483203
6227378	5806755
4984061	4984061
10489612	2901002
3277133	8146556
3277133	10325516
10424268	10255652
10424268	3462509
10424268	3386063
8167593	4585713
8167593	7964527
3088202	9754169
3088202	8335344
3987860	5811078
3088202	4333359
10477783	9202873
3432888	487339
3432888	7964527
3432888	3483203
10117424	4333359
10117424	3483203
10117424	6671176
10117424	3483203
10117424	9209546
681132	3877338
681132	1541036
681132	5182136
10458537	6361531
8570006	5224926
7420623	7758804
8570006	4333359
7420623	6004983
3642360	6361531
10321210	4333359
10321210	2799941
10321210	9371607
10321210	6348485
10445593	2901002
3494669	8320861
1305947	5276520
9218680	3483203
6279440	6287308
6279440	3483203
6279440	6671176
6387095	7964527
6387095	4800652
3259331	381179
3259331	5741205
3259331	2336654
10095708	7835267
3277133	9209546
3277133	7964527
10133689	9218680
802589	9051284
10112876	5467038
10112876	9874393
2560244	2901002
2560244	6887528
9347860	2901002
8916162	6671176
8916162	10292474
9991654	7835267
8791503	7964527
6642287	9769953
2560244	2901002
10375012	2901002
10375012	4317058
10375012	9218680
7204030	2901002
9080252	8305660
9080252	6942527
9080252	8708364
10321210	7277561
10321210	3800761
8612523	2961541
8612523	2336654
8612523	9769953
10312635	10394826
4513726	7964527
3472679	7862558
9678643	9902740
9678643	9067271
10384413	4016674
10084965	2336654
10084965	6480402
10084965	7964527
10084965	6671176
2335020	9202873
601787	2260
5709240	8305660
5709240	2535611
10369881	7013576
3448738	6671176
5963678	3471881
9161067	2336654
9161067	7964527
7111382	7111382
7111382	6287308
7111382	3023116
10205020	10242229
3645735	3645735
2943311	3483203
6198903	2901002
3441488	3483203
3441488	2535611
7319366	7964527
7319366	3483203
7319366	6660373
7319366	4198852
7319366	10320838
7319366	2535611
2700041	943138
887651	8404453
887651	10201580
9615917	8208006
9615917	10242229
3277133	9074332
9629753	9209546
9530972	4819376
9530972	6814154
8670757	1422451
8670757	6361531
10324442	9209546
10324442	9840637
5560898	4557382
5560898	8136350
5560898	7964527
5560898	7388477
5560898	9177877
1725377	3483203
1725377	6087502
3861199	2901002
1725377	2535611
5724487	7964527
5724487	8305660
4631379	4333359
4631379	5506894
3277133	7964527
10099689	9209546
8377782	7964527
8377782	2137255
8377782	9209546
8951220	9754169
9645702	9067615
9874096	8380272
9874096	7862558
9874096	3483203
6109920	2823755
6109920	7592064
6109920	6220759
4850343	4572274
4850343	2336654
7319366	6403976
7319366	4098013
7319366	2901002
10112632	6321559
10112632	7964527
10112632	3793674
8364914	6671176
8364914	7964527
1725377	7964527
9118733	10284439
9118733	8320861
9118733	2137255
5560898	2336654
5560898	4909087
5560898	5224926
8203242	2336654
10112632	6671176
5560898	7964527
5560898	2336654
9493987	2715948
9493987	9493987
9493987	3859224
9493987	5224926
3880322	5115805
7134583	9209546
9524848	8749168
9524848	6849682
8705615	9754169
5560898	2285236
8705615	8146556
8705615	1773367
5560898	2695448
5560898	7964527
5560898	5506894
8705615	1359058
8705615	9209546
8705615	6580543
10211367	4557382
10211367	7141506
10211367	3866172
10266803	9915320
10266803	8959807
6236543	7024766
6236543	2901002
5560898	3483203
5560898	6671176
5560898	2535611
4487782	8380272
4487782	4909087
4487782	2535611
4487782	487339
4487782	7964527
5560898	8380272
5560898	7964527
5560898	4909087
10230503	6353021
3277133	4333359
3277133	3483203
8542692	4819449
8542692	3639023
8542692	7964527
5560898	7964527
2493856	146073
10139745	233813
10139745	5309300
9161067	8380272
9161067	3483203
5560898	7964527
7332095	4909087
7183666	478288
7183666	3800761
5560898	3483203
5560898	9003475
5560898	2901002
4150078	9209546
2493856	2925052
8364914	7964527
8364914	4909087
8878774	8878774
8878774	7252651
6311520	6195815
6311520	2901002
5426588	1252759
5426588	3483203
10245736	230454
10245736	7273886
10245736	8258902
10245736	1252759
3277133	4909087
3277133	4909087
3277133	10232261
3277133	2701933
6220759	4867193
6220759	7013576
6220759	6631196
7319366	2901002
9341104	9341104
9341104	3483203
9341104	6552084
9341104	4585713
4172411	9209546
4172411	2901002
4172411	7964527
10112632	2901002
9919494	3316882
9919494	1532172
9919494	17160
7518091	532312
9793589	7223727
4005417	9209546
4005417	5178905
10215211	9936763
9161067	9161067
7795084	3483203
7795084	2535611
7795084	1717828
9727789	3483203
288609	3483203
288609	2535611
4727608	8380272
10206336	7579547
8791503	2535611
7518091	9461974
7518091	9413990
7518091	9937273
7489488	7847903
7489488	9067615
8683269	2901002
10174011	2136892
6296473	4098013
9923495	5916727
9814693	9209546
9814693	4909087
9500464	2535611
9500464	9209546
5661594	5299969
10179907	9067615
10179907	308903
10087103	9546225
10087103	2799941
7319366	6671176
7319366	10101628
3701435	2901002
7004463	7964527
8854868	2901002
8854868	9274732
10164199	2413201
10112632	797495
10112632	2136892
10112632	7964527
10112632	2314391
9754169	6361531
9754169	9435107
9754169	2695448
9814693	6671176
9814693	7964527
9851762	5575238
7319366	2901002
4862326	2901002
7319366	2901002
7319366	2535611
5229651	9209546
7590993	4909087
7590993	4174466
8881141	9274732
10118268	1532460
9814693	2901002
4930767	4930767
4930767	8427263
3262260	2901002
5776061	2901002
7938217	190597
7938217	7938217
5286020	7173785
3277133	9299259
3277133	4737952
3277133	2570261
5703997	3490320
5703997	9209546
5703997	2136892
3277133	2535611
2987780	10011003
9851762	2901002
1175276	6615163
1175276	7964527
4650297	8146556
4650297	7571052
4650297	8166632
7319366	5811078
4948889	2901002
4948889	2901002
420892	2901002
1718956	4492932
10112275	7964527
7092900	2336654
2731627	2759482
4948889	7964527
4948889	9209546
4948889	7964527
4948889	704848
4948889	9209546
6944193	532312
7361872	4684861
8526986	2901002
7058823	8380272
7058823	2901002
7058823	3483203
9978457	7964527
10095849	9754169
9978457	2901002
4713504	8380272
4713504	4593127
4713504	7964527
7590993	4264155
7590993	6671176
7590993	2901002
8526986	2901002
8863651	7715811
4948889	3141704
4948889	2901002
7590993	7386332
7590993	2137255
8007037	7668911
714319	7619676
714319	6361531
2520416	2901002
2520416	9209546
2520416	532312
7166834	2901002
2520416	9209546
2520416	2901002
2520416	5811078
2520416	7746365
8007037	8007037
9305523	9209546
8007037	3704368
8007037	2535611
8007037	3483203
8007037	2137255
9431057	7386332
9431057	9806717
6930275	6930275
6930275	3112049
6930275	8371811
8117146	2303761
8117146	2570261
8117146	7964527
8913334	487339
2366975	9209546
4948889	2901002
1021602	8305660
1021602	532312
1021602	9232410
8117146	2901002
8377782	2901002
4949486	2017661
4949486	5215507
4949486	7671874
10002343	532312
7290240	4323
10022489	7964527
6571807	8898218
9749924	7311767
5856119	8008776
2560244	1267132
2560244	9209546
4447920	2901002
4930767	5745211
10028257	6361531
6664990	9605907
9896697	9462257
9896697	10000141
9347149	5458214
6027759	2901002
6027759	6158987
9978457	9209546
9978457	6321559
4140027	7386332
4140027	7964527
7828747	9274732
6621095	2535611
9099959	9209546
9099959	10004959
9099959	2901002
6476801	3483203
6476801	6671176
7705108	1106952
7705108	8747
7705108	870281
9915008	2336654
9915008	9609447
6328506	908494
10002855	2796965
10002855	3986395
3071728	2336654
3071728	7964527
6745924	3483203
985805	9209546
985805	10000506
9298540	8278193
714319	2901002
9099959	2336654
9099959	2901002
9099959	5811078
9755419	7964527
9755419	2535611
9979425	7547749
9280381	7936002
9280381	790387
9976400	3198568
9976400	9664208
9119615	9209546
8306666	736937
7252868	2901002
9983733	1018659
9983733	5649747
4923452	4923452
4923452	9209546
4923452	4871110
4923452	2336654
8421707	8471144
8421707	8589512
8421707	3152844
9978457	6671176
9978457	8259064
6383397	4737952
6383397	5374924
9814693	9968677
8602567	1509797
4140027	2535611
9430995	4333359
9430995	1592364
8385787	9034642
5089491	4340985
3154212	3154212
3154212	4800652
3154212	4909087
9928075	9209546
9928075	3316882
9927674	6477201
9927674	8708364
9927674	4492932
4950219	2796965
9927674	3992043
9927674	416467
8683269	9085596
7406634	9209546
4210341	4210341
9840637	4871110
6064886	9209546
9572558	6361531
9572558	4323
1134881	5916727
1134881	9209546
3860993	9947339
9730578	8259064
1362485	7964527
5305512	2354344
4208085	4472331
9656021	7964527
8791503	9609447
8791503	3483203
8791503	5085211
3088202	9274732
9933618	1540468
1161841	736937
7398654	7716312
9929376	1252759
5703997	4333359
1972924	9274732
7476643	9209546
9099959	2901002
8493059	2901002
9563832	2901002
7535911	9209546
9467345	3483203
2463655	2336654
2463655	9885313
4140027	4909087
4140027	7964527
6818308	7964527
4140027	7964527
9814693	2901002
9814693	3063243
9814693	9814693
9456633	5811078
9456633	2901002
9456633	532312
9150656	4096283
3088202	6671176
3088202	6671176
3088202	3520965
219981	202229
219981	170005
219981	704848
9863366	2570261
8240649	9209546
8874771	7716312
9814693	2901002
4446712	9209546
4446712	7564333
1509695	1897678
9850287	5033247
5256982	7838574
5256982	6190930
9838554	6576244
8315659	444036
8558369	2901002
8558369	4684861
6009803	8008776
7166834	2901002
7166834	4098013
9826042	8305660
9826042	5647038
9826042	4684861
9826042	3483203
9814693	532312
9814693	8605791
8482467	5741205
2835670	2867928
2835670	4909087
2835670	6671176
7980137	2535611
9739252	8839068
3766129	2901002
3766129	9209546
9797393	1975277
8973011	190597
9745413	9299259
9516819	4909087
9516819	9274732
5729272	4333359
3837482	2901002
8716856	7964527
8421707	3510736
8421707	2901002
2044409	3510736
5092352	5178905
5092352	9209546
5092352	2901002
4447920	2901002
4447920	9321816
8345434	4983450
6648980	4585963
6648980	7964527
9290070	2336654
9290070	7964527
9290070	9209546
5171347	6671176
4288043	2901002
4288043	7964527
4288043	9740103
7891534	2901002
2188011	2901002
2188011	6671176
5171347	5741205
5171347	3510736
6741482	487339
2497039	9209546
3766129	2901002
8595091	4909087
9696894	702383
9696894	9696894
5280293	5745815
2948334	1648033
9299259	2296458
9559162	2336654
9559162	7964527
9716975	5508500
7705108	2336654
7705108	7964527
5065796	6671176
5065796	6361531
8792365	9209546
8792365	3510736
4766576	4766576
7938217	7386332
9693433	7565352
9693433	5828183
8315879	2823755
8315879	2901002
6133106	702383
8867891	5811078
8867891	4871110
5550284	9209546
754176	487339
6736266	2901002
9614582	3510736
4663377	2666057
9158985	2901002
9158985	8839068
3449832	5811078
5424671	3510736
9648755	9209546
9253686	7194881
9586779	9209546
7327411	3760920
1362485	2336654
1362485	3483203
1362485	7964527
1362485	7964527
3990451	2336654
3990451	9209546
4916699	3381215
4916699	5348862
4916699	1110687
4815958	4815958
4815958	4582949
9615917	3645903
9609898	6671176
9605440	4333359
7552761	5907870
7552761	3510736
714319	714319
714319	4983450
1312791	5907870
7930571	4909087
9592244	8610165
4001750	3328804
4051357	4051357
3180386	7964527
3180386	9299259
3180386	8008776
9586779	7964527
9586779	9209546
6073158	8683182
7786035	8008776
9548894	4343502
104071	6671176
104071	7964527
317331	2901002
6043544	7907591
4145446	2901002
4145446	9055614
4145446	1568919
6289601	9209546
7955476	2901002
6932758	6866811
6932758	8072983
9350722	2373748
699010	7207392
699010	9253686
699010	304093
699010	5811078
699010	4962332
9194769	4871110
5894276	2901002
9203524	9203524
7638174	2901002
7954504	1126841
9549286	5741205
9549286	4909087
9549286	7964527
4490400	9209546
4490400	2901002
3766129	2901002
9325434	6312276
3688956	2901002
7087474	9209546
7826511	3192400
9396878	1577947
9396878	9209546
7422287	189418
8783169	5014700
8783169	4492932
8783169	667883
9047139	2901002
2514936	9209546
2514936	7964527
7696283	2901002
7696283	7932273
5703997	9177877
7420623	4001477
9305276	2074981
9305276	9209546
5703997	9209546
5703997	3318273
7696283	7696283
7696283	642070
6382434	6287308
6382434	4683950
8102068	9209546
8102068	7964527
8102068	5741205
687739	2901002
9470055	5103802
8972207	5414307
8972207	4683950
8637577	2145789
8637577	4909087
8637577	2336654
8637577	9209546
8637577	9299259
8637577	6287308
9466906	7505395
9203524	2901002
926438	2901002
926438	374092
9396878	7908770
9396714	2901002
1634753	7964527
1634753	2901002
1634753	79793
1634753	5514476
1634753	1088415
1634753	9209546
1087908	9209546
1087908	2570261
1087908	6287308
1634753	5017267
1634753	4909087
8372455	4887682
8372455	6684107
5312971	1451346
5312971	1456830
8753634	146073
8753634	2901002
8753634	6764663
9011271	3579910
3180352	1252759
3180352	9209546
3762120	8666528
3762120	2901002
3762120	9209546
9346665	9209546
7426965	9209546
8300917	9209546
8300917	5741205
7638546	7964527
7638546	2336654
7638546	9209546
7638546	4909087
8300917	1499803
8300917	9209546
8300917	7368203
8300917	2901002
8138305	9209546
8138305	667883
4561777	3877338
4561777	2411802
171318	2285236
3071728	7964527
8879248	8879248
8879248	2901002
6468053	7724156
6468053	6786975
6468053	2285236
7637930	2411802
4288043	4288043
1718097	4829258
1718097	9416508
1718097	2901002
9418328	9209546
9418328	2901002
7932273	7932273
9203524	6672746
9203524	9203524
8624402	9295613
8624402	8431275
8624402	2336654
5236124	2137255
5236124	1672128
3088202	4829258
6043544	4055021
6043544	9183344
6043544	4873159
6638903	2901002
6638903	6638903
6638903	1536437
7564704	2336654
8848555	2901002
9378512	9209546
9378512	7996271
8154776	7964527
7204030	2336654
1709088	7964527
1709088	6361531
1709088	7359810
1709088	4505244
9367408	7386332
9367408	7326738
9367408	1187220
9273350	9311370
9273350	9349968
4288043	6422477
1015633	2901002
7166834	2901002
3534551	667883
5839247	5080669
5839247	9209546
5839247	2901002
6938066	2901002
9347541	667883
9347541	9209546
3630656	9183344
3630656	6361531
3630656	7964527
755671	7964527
755671	5241032
8218216	8218216
5993523	2901002
9095587	1534017
9095587	9209546
9095587	837534
9324531	5741205
7933539	4683950
9298373	7932273
45963	7964527
45963	5741205
45963	4492932
7070600	2336654
45963	2336654
45963	826983
8415577	5178905
8415577	532312
8415577	2901002
2676049	3727550
2676049	2049147
6916973	837534
6916973	6147371
6916973	4579041
6780117	9209546
6096742	9209546
5120955	5120955
5120955	3919467
9203524	2901002
5985921	4829258
5985921	7964527
4710845	4983450
4710845	7964527
9248279	7311767
4363045	2901002
4363045	5741205
9108912	2102114
9099959	5230735
3177936	2622907
3177936	3177936
3581217	6388994
4288043	2901002
323303	323303
323303	2901002
7426965	4909087
8349184	5741205
8349184	6509519
6768052	5741205
6768052	7964527
8960574	6509519
8960574	5116025
3762120	2901002
3120489	5851928
5839247	8841872
5839247	3522130
5839247	4909087
4148807	6054622
4949486	4949486
5336019	2901002
5862295	2901002
5336019	1281485
8936256	7661057
8936256	4107693
9173983	4909087
7595201	3704482
4796694	7311767
5438460	4829258
7452651	5514476
7452651	6520041
7452651	7926383
7478456	6149882
7086216	7964527
9134181	2901002
8801308	5309300
8801308	5508500
9036931	2901002
8801308	2901002
8801308	826983
9117548	9117548
9117548	8003790
5100922	4819376
5100922	5811078
9045698	3480223
9045698	6022016
9045698	2901002
7535156	1635180
9099959	7134286
9099959	9099959
9099959	8840163
4266087	2901002
6343187	7964527
7853947	7853947
7853947	2799941
7853947	7505395
9089567	4016285
9089567	6361531
9089567	4909087
7961216	9069224
7961216	7386332
9049065	6477201
8404439	7747975
8404439	8166632
9045698	7964527
9045698	7267841
9045698	6361531
9045698	534238
9045698	5003756
8569352	9017455
8569352	7134286
9054360	5602504
9054360	8715110
9054360	7761024
9036931	2901002
9036931	2901002
9036931	2901002
9036931	2901002
9036931	7964527
9036931	5003756
9036931	7964527
5336018	6927601
5336018	5173232
7557159	2901002
5703997	5741205
5703997	7106045
5703997	7381528
4652493	2901002
5909441	8320861
4681134	8478253
4681134	8435769
4681134	2463570
4681134	2271269
4896331	6900838
7853947	1930543
7853947	826983
2740727	2137255
8970878	2901002
4608626	4044103
4608626	3639023
1876739	2901002
7478456	653364
1734278	2901002
1734278	4983450
5109802	996205
5109802	8896651
5109802	7964527
5109802	2285236
5665505	6287308
8555729	7847591
5703997	4887708
5703997	2464121
7804991	6361531
8977872	6139279
8977872	6781575
766708	2901002
766708	4800652
501054	2901002
501054	4800652
8950775	2857926
8945029	8945029
7954504	3339965
3986320	2901002
3986320	7964527
501054	2336654
6020610	2901002
4035529	7851470
8267109	8756315
8479607	4366229
2026781	2336654
2026781	1240268
2026781	7954504
2026781	7964527
757590	757590
7171587	8747665
8479607	8807079
8479607	4800652
6560626	2901002
7823253	7964527
7823253	6287308
7620499	3707720
8799263	6900838
7805829	7964527
2904588	2875563
5141727	4800652
7300005	890242
7300005	2336654
7300005	2901002
7300005	4995030
8458838	8458838
8458838	2901002
8238124	6287308
8238124	5741205
8238124	2336974
8238124	2901002
6720997	1404311
7388024	7964527
7388024	5811078
7388024	6341054
3088202	4983450
3088202	5741205
8579043	190597
8317830	3619945
2717063	7780353
2717063	2901002
3166881	1972924
3166881	4909087
905423	5741205
905423	5205141
8729326	56541
8728073	5741205
7751504	6573902
7751504	2137255
7751504	6451244
5868293	2901002
4990359	5107488
8500760	100297
8500760	8347081
7469605	7571052
7469605	5633320
5421539	4323
7853947	4800652
7853947	2336654
2480769	2411802
2480769	2336654
3259331	3259331
8690470	2901002
8690470	7068859
8684491	3293881
8684491	6287308
8684491	7964527
8664762	4247599
8664762	8529697
8664762	2901002
8622826	4359551
8622826	2137255
2717063	4985733
7853947	2901002
7853947	2236150
2717063	2901002
7646954	7646954
8315819	2901002
8315819	7964527
2717063	2336654
2717063	6361531
2717063	2336654
7326305	190597
7326305	5393381
7326305	5741205
7954504	2336654
2856558	5393381
8525203	1453822
2717063	2901002
8194773	2901002
8194773	4800652
8194773	1782792
8622826	1506264
5624176	1506850
5703997	8381385
5703997	2901002
6678835	2901002
2717063	2901002
8572491	2336654
8572491	2901002
8572491	4900574
5703997	5741205
2717063	5741205
2717063	8368216
2717063	8194773
2717063	1762211
8592585	2901002
8592585	7491646
566676	8166632
566676	2080228
8144295	8231181
4623656	2901002
4623656	2137255
1773344	7964527
1773344	190597
4825905	4642859
8543025	6361531
8543025	3135417
8543025	2137255
7954504	7954504
2244081	6342575
2244081	5276797
7926383	6343538
8409191	4800652
2950747	7964527
2950747	2411802
2950747	5741205
5240684	7964527
8484483	7964527
8484483	2411802
8484483	5741205
8266561	5916727
8266561	2074981
7492284	7492284
8290376	7964527
8290376	2324298
8290376	2901002
5571914	2901002
6421290	2901002
4663679	2336654
4663679	7964527
4663679	2901002
8351688	2336654
8351688	4760331
8351688	2411802
8351688	4832296
8351688	5026929
8436383	4365003
6052531	5075720
6052531	2411802
4321039	4323
3437787	2285236
8419482	2336654
7528751	8408934
8328781	8290376
8328781	5026929
7781835	2901002
7781835	812662
7855154	2137255
7265880	5514476
7265880	2336654
7265880	6342575
7265880	4983450
8267167	2336654
3200391	4549682
8290376	8290376
8290376	2336654
8290376	7985142
5571914	2901002
8081595	1782792
2719598	6361531
7547749	2137255
7547749	1453822
8386173	2901002
7672533	6655211
1539741	2901002
8372455	2336654
8372455	2411802
8372455	4686625
8372455	4909087
7672533	7672533
7672533	5003756
8183395	2901002
5626112	2901002
5626112	3293881
7528751	146073
687896	6361531
6803114	2336654
6803114	2901002
4537383	6361531
4537383	5741205
5120955	6361531
4898964	5448552
4348534	2901002
6901159	6065591
2208922	8231181
7492284	7214344
8290376	2901002
2394952	7746385
7849851	5741205
7900140	4800652
7900140	8144295
5312971	2336654
7492284	314922
7492284	5393381
7492284	2821252
2562744	7964527
2562744	5741205
8229816	6361531
8229816	5241032
8229816	2901002
4949486	3990806
4949486	7445833
8286317	667883
4459434	2901002
4459434	4955404
7954504	2285236
7993873	8231181
8229816	8231181
8266561	5497294
8266561	5300112
8266561	2285236
6005062	7982275
6005062	7964527
5312971	1562285
8227494	1404311
7574860	1577947
7574860	5741205
6026929	2901002
1058584	7688996
1058584	2897372
4704969	2336654
4704969	2285236
8177554	4492932
1738879	7964527
1738879	2336654
8172319	6361531
8172319	67579
5312971	6361531
6304017	6304017
6304017	4049396
7836530	2901002
7836530	704848
8000201	2287299
470184	190597
4043845	6361531
3864014	2901002
6916973	7311767
6537007	7311767
3731467	3731467
3731467	6342575
7882136	6622817
7882136	1478537
7037746	3626961
7037746	2336654
7204030	487339
7584467	7311767
7584467	1240268
673760	667883
673760	6163621
673760	2336654
4745249	1240268
5474317	2901002
5474317	667883
3991782	5917484
7683796	667883
7683796	6277525
4972716	5741205
4972716	837534
4972716	5520354
1627234	5741205
6560626	7000863
7964299	5741205
6866170	704848
6916973	4956987
7914683	3339965
5024531	2336654
5024531	5006
6560626	2901002
7172306	5741205
7620879	2901002
7620879	7887265
977038	2901002
6560626	5085211
7857104	1422451
1115277	2336654
4114372	3135417
659463	2899837
7820917	5741205
4949486	704848
2302819	10335
2302819	2302819
4043845	5741205
4043845	6361531
6916973	6287308
6916973	7607701
4043845	2336654
4043845	624829
6916973	2901002
6916973	6817835
3356309	839957
5332464	6203717
5332464	4323
4043845	3628236
4043845	5003756
7469605	2823755
7469605	7678879
4043845	2336654
4043845	1427416
4043845	5952674
4043845	6287308
4262057	10238
4262057	311124
7593646	6207849
7593646	2336654
7565818	2336654
6916973	5741205
1838999	3558644
1838999	42346
7565818	10238
7565818	42346
7391006	2336654
7391006	1753919
4559679	2901002
6916973	5741205
6916973	6916973
6916973	4356204
7696422	3558644
7696422	6053327
7469605	6451573
6916973	4686625
6916973	5869177
6916973	4787467
6916973	4686625
6916973	4983450
7565818	7565818
7565818	1239729
3848207	3027854
1761521	624829
1761521	4431535
4949486	2901002
2366204	2867744
5791826	7366928
489564	7366928
7112155	2748781
7112155	5800230
1761521	2901002
7615984	2336654
7615984	1562285
4394770	2901002
7457873	2901002
6916973	4082217
6916973	4323
4140027	2901002
4140027	1057443
7265880	3054161
7565404	5741205
2335820	7168677
6377863	2336654
1290680	7311767
1290680	7311767
3259331	2298070
6916973	4082217
6916973	4492932
3225420	2336654
3225420	487339
3225420	6287308
3225420	682797
5696518	2901002
5696518	1993206
1500255	5741205
1500255	1884171
3917349	6797347
3917349	624829
7505513	3805500
3993270	2901002
3993270	2336654
6637269	6637269
6637269	2901002
7493449	1936114
6592934	6779307
58634	3877338
58634	2336654
7400738	5741205
7400738	6207849
7469605	2901002
6592934	6207849
6592934	2901002
7416134	2399894
7220655	240490
6106842	3707607
7421001	3707607
5665505	5741205
717880	2336654
3113510	3067241
3993270	545438
3993270	4983450
3993270	2336654
4781358	7244759
4781358	5741205
5155413	704848
5155413	5741205
7179203	3954379
4140027	5806746
4140027	4983450
4140027	5741205
2396502	2901002
950280	4983450
7350180	4983450
1909918	2336654
1909918	3707607
7329278	3707607
7323821	2336654
6437260	4492932
6437260	2901002
7304040	5673316
5316326	2543372
5316326	2901002
6511941	4983450
7008941	1609428
7008941	6596015
5467595	2543372
3812967	1240268
3142347	6207849
1909918	5741205
1909918	3558644
1909918	3765319
4928920	7171976
5869177	6207849
7008941	6924242
6646696	49559
7008941	2901002
6539435	2857926
7008941	2285236
7008941	3025981
5452748	5741205
4727766	3339965
4727766	5741205
4727766	1474727
4727766	704848
4727766	2063361
7008941	189418
6858597	2670792
4727766	624829
4727766	2336654
4140027	378704
4727766	4983450
4140027	2901002
4114372	2901002
4114372	2285236
6895009	3124409
6895009	4099813
7076909	6900523
7076909	4983450
7076909	4313064
4114372	5626112
4114372	4177078
5834316	7045225
5834316	2901002
4570230	4413446
1067308	2336654
6866170	2336654
6866170	704848
1269634	1422451
2965601	5741205
2965601	2285236
6828360	704848
6828360	4291583
2039162	12663
3751373	3751373
3751373	6207849
336527	4983450
1086688	839957
6244166	5433002
3447158	3447158
1414455	146073
5435124	2901002
6681502	5741205
6681502	6414203
6681502	1762211
6681502	6669476
1909918	6207849
6418963	2901002
6665281	1681480
6665281	2336654
959937	6657815
4596596	2336654
1017917	3455794
1017917	2483271
1017917	3732271
1017917	4983450
6377863	3165737
6377863	3846228
6377863	2411802
2789717	2087463
2789717	1225744
5586178	190597
5586178	2901002
4642859	2336654
226897	2901002
226897	2411802
1909918	2336654
1909918	2285236
4596596	5648958
771848	5717589
2333196	3293881
2333196	2336654
6096125	2901002
6096125	6540219
6538950	2285236
6377863	1439745
6377863	4983450
6311384	1494637
6377863	3339965
6450762	1251596
4032552	2901002
4972716	1494637
6311520	2336654
6311520	5805289
5630994	6005451
5630994	1101713
4972716	2336654
336527	699305
336527	2901002
336527	5314012
6311520	4585963
6311520	2901002
6311520	3657742
5857901	2411802
5857901	2336654
4392566	1494637
514210	4686625
6311520	2901002
6311520	1494637
6311520	1494637
6311520	4317058
4716552	5741205
2826011	5717589
6311520	2901002
6311520	4983290
2826011	987185
2826011	2901002
6246100	1320510
4972716	2336654
1181744	1227991
1181744	257465
5816243	786593
5816243	1624921
5816243	6259990
5816243	2549021
5816243	6259990
4972716	5019586
4972716	2635790
4972716	2826011
4972716	2357112
4972716	3991649
6240629	4983290
4972716	5741205
4972716	1771479
4972716	5741205
4972716	5741205
4972716	2901002
2826011	3628236
2826011	1910242
2826011	2137255
3798597	190597
6168738	2826011
961346	2411802
6168738	5741205
6168738	3691783
6168738	2901002
4774724	5402048
4774724	704848
4797524	5976265
4972716	3474956
4972716	5331112
4972716	4394564
4972716	3077059
6106301	5910654
336527	4542359
336527	2699288
336527	3510736
336527	2901002
336527	2411802
351204	351204
1082349	2901002
6019463	3510736
6019463	2411802
5435124	2901002
674301	674301
674301	1502891
3079439	2901002
1941253	4542359
2851730	4667484
5943247	4667484
5931373	2028710
5931373	2142055
4723039	2901002
4723039	2370124
3682157	190597
3682157	844823
5872497	2901002
5872497	5276797
5826447	837534
5826447	2070074
5826447	5142797
3165737	2901002
2044409	2901002
5799632	837534
5799632	704848
5569314	1494637
5569314	1968405
690430	690430
690430	704848
5712829	5712829
5252013	2901002
3675040	3675040
4804108	1240268
5435124	2411802
5435124	1494637
5435124	1857805
3381215	653364
4138764	4720640
1232891	2411802
2293224	707650
283296	487339
4805990	2141635
4805990	4807623
4805990	487339
4805990	704848
4805990	447015
3682157	487339
3682157	704848
3682157	795990
3034614	2699288
3034614	704848
3165737	3165737
2044409	704848
4805990	1245190
2669472	704848
3165737	3877338
5160111	5160111
283296	190597
283296	180709
283296	317130
4526367	3394978
4526367	5014134
1763955	3898293
5006885	3868428
5006885	5014134
2300461	487339
2300461	704848
2300461	1240268
2300461	170005
2044409	3437504
3675188	1113211
3675188	918959
3675188	1968182
2526657	487339
833300	4077912
833300	704848
2526657	487339
3919467	1628722
4110613	704848
283296	2141635
461202	3334852
833300	3849456
833300	498892
833300	1678467
984201	1744834
2300461	1289107
833300	833300
3199212	1827356
2300461	2300461
2766558	190597
3682157	190597
3682157	1222578
3682157	298607
461887	704848
3682157	2487184
283296	1240268
3765319	653364
847663	3599890
1502345	190597
847663	1240268
847663	847663
1588795	1588795
1588795	1240268
2468646	137783
2935984	1240268
2935984	625914
2445114	1240268
2445114	1221924
1786316	398968
1786316	644898
