UserId	PostId	PostTypeID
439621	55607272	1
9988582	55597605	1
4150078	55596184	1
6302061	55592217	1
8749168	47295566	1
11330653	55579289	1
4004863	55567447	1
4004863	55565160	1
11200570	55565569	1
11322629	55562678	1
4288043	48539195	1
11322629	55557004	1
11322649	55554912	1
10032455	55552675	1
6480757	55542719	1
4004863	55542274	1
7766063	55541823	1
684004	55538599	1
6110285	55538462	1
7247715	55439204	1
5212614	55527686	1
9666094	49907357	1
5212614	55525641	1
11313803	55524366	1
7313804	55524367	1
7081275	55518880	1
10193760	55517006	1
439621	55509528	1
578204	55504696	1
6473080	55497876	1
9758660	55496376	1
439621	55490630	1
578204	55490456	1
9988582	55486587	1
6744260	55480504	1
7658885	55485378	1
11246230	55384334	1
8791503	55480805	1
11300648	55478561	1
5170800	55476028	1
10419999	55472020	1
11271281	55454476	1
11135962	55439859	1
10602316	55431038	1
6799378	55409848	1
6493355	55405018	1
4804608	55360738	1
9335777	52302243	1
9284675	55389956	1
6239923	55382352	1
3584680	55384179	1
6646912	55383587	1
11224526	55361711	1
9288752	55370369	1
11261273	55361275	1
6239923	55367996	1
9933449	55362925	1
4004863	55343873	1
9933449	55360559	1
10115186	55346259	1
10813833	55349074	1
6799378	55348527	1
11257593	55347922	1
9940782	55329764	1
11174424	55345428	1
11256071	55342779	1
3249641	55340901	1
11058050	55336643	1
5375274	55332485	1
7932273	55331672	1
8359315	55327858	1
11241169	55322998	1
7881599	47613553	1
8244932	53131365	1
9715637	55307974	1
10133689	55297978	1
9757927	55292388	1
5375274	55292657	1
10029062	55173410	1
8901292	55287709	1
5375274	55285787	1
9758660	55284750	1
5322660	55278278	1
9142709	55268724	1
10970478	55264229	1
7938217	55231831	1
9957506	55237982	1
11111792	55228531	1
11165120	55223018	1
8212173	55220449	1
439621	55220772	1
8219251	55219566	1
9806377	55218704	1
10443817	55214904	1
9271965	50352210	1
2308722	53579058	1
11210589	55190167	1
4150078	55188023	1
11109146	55182828	1
10193760	55179463	1
10029062	55172362	1
7671519	55103388	1
10854520	55157520	1
10494720	55134683	1
6414747	55127798	1
2938496	55124099	1
4948889	55123006	1
7590993	48883872	1
11173141	55105943	1
10719369	55100263	1
9936834	55076427	1
11132325	55076191	1
6674648	55072643	1
11171453	55067658	1
3096094	55041630	1
4526288	55051920	1
4526288	55051565	1
1839946	55052322	1
10791231	55044204	1
9518098	55029608	1
8060611	54992117	1
11148219	54990394	1
8045308	54974881	1
11146521	54977639	1
9919507	54776823	1
7873912	54952623	1
9431573	54953344	1
687739	54452135	1
8051444	54943410	1
8526986	54941350	1
8526986	54928853	1
8051444	54920670	1
5565466	54898630	1
5610840	54877154	1
10209499	54894928	1
4150078	54892575	1
9281012	51470574	1
9585967	54886866	1
10729703	54876772	1
8206409	54876069	1
4808588	54681449	1
8846998	54857888	1
8795734	54861102	1
11100832	54859139	1
10230456	54835642	1
8417039	54841673	1
8526986	54838107	1
11025776	54836286	1
3524158	54835951	1
2110805	54831653	1
2006697	54828852	1
4436803	54830323	1
2293224	54817114	1
3403590	54807700	1
4701426	54788311	1
7081275	54766134	1
2716095	54758164	1
10755534	54654123	1
2198720	33307342	1
11078228	54745026	1
1334657	51854210	1
11053304	54697281	1
8389470	54687567	1
2006598	54733048	1
9677043	54713287	1
5431734	54710720	1
5847425	48719937	1
7158436	54712160	1
7637930	48957986	1
9371703	54694870	1
6752994	54694957	1
7637930	48964465	1
9840637	54673038	1
4948889	54667474	1
10719369	54685825	1
1437138	54683598	1
10335144	54675968	1
9615917	49720616	1
10416218	54640508	1
3524158	54655811	1
11047864	54640571	1
927827	54619738	1
11046173	54634569	1
5868293	54633917	1
5868293	54631929	1
11024951	54609848	1
11038901	54609960	1
3146365	54504717	1
11035634	54600086	1
8293309	54601145	1
6647375	54602005	1
1058584	54585333	1
4948889	54593052	1
2938496	54561454	1
501054	47085143	1
7852656	54487912	1
10719369	54555842	1
2717063	54556047	1
3088202	54556120	1
8727339	54536539	1
10985548	54542000	1
7420623	54119634	1
10834788	54508746	1
825227	54541836	1
2129285	54540704	1
5413088	54524856	1
9530105	54519347	1
10834788	54519021	1
11000498	54504619	1
10865832	54502490	1
7347631	54494680	1
7759833	51745858	1
825227	54489907	1
8160881	54478998	1
8051444	54473534	1
9530105	54463735	1
8051444	54441666	1
10429891	54436722	1
9177877	54432459	1
6525082	54430415	1
9530105	54429277	1
4436803	54407681	1
1305886	54374552	1
6083404	54371048	1
10603191	54366451	1
10791217	54338824	1
9111050	54339020	1
10719867	54357678	1
10964500	54356342	1
10883088	54335846	1
10422855	54325942	1
8211523	54324433	1
6162307	54323672	1
7932273	54308087	1
2504762	54296452	1
9800981	54292794	1
5939036	54288970	1
5939036	54287042	1
9228219	54283774	1
10913191	54280283	1
6865678	54197731	1
10938654	54271037	1
10780075	54268982	1
9800981	54261807	1
4803521	54260599	1
1696605	54249409	1
9530105	54237869	1
3685856	33498061	1
8222863	54235643	1
9924147	54220513	1
8003817	54199617	1
10067043	54150839	1
8727339	52775450	1
3796599	54169292	1
7932273	54160443	1
9512152	54158555	1
8474517	54152409	1
6699237	54144408	1
10831574	54140335	1
1467082	54130465	1
7420623	52655354	1
7644267	54119348	1
4984061	54119505	1
10891071	54117042	1
6636181	54116772	1
10335283	54113268	1
9772551	54112624	1
9542954	54107529	1
9800981	54096179	1
10865832	54093274	1
7004463	54099431	1
10865832	54094853	1
10801499	54076258	1
3116949	54080412	1
8741108	53461728	1
10542945	54067937	1
965778	54063643	1
10818522	54048798	1
10112876	54044392	1
1243255	54041899	1
10801499	54035258	1
7476771	54027202	1
8207612	54024760	1
10507187	54020456	1
10833061	54020570	1
2397318	24049509	1
6338443	54010666	1
5129031	53890396	1
10464813	53986587	1
9143467	53979402	1
7802345	53975192	1
9968110	53951099	1
10838789	53944159	1
5604992	53716295	1
9331478	53936946	1
10767482	53932989	1
10830071	53917080	1
9367412	53910037	1
10742470	53910113	1
4520017	53899700	1
2598876	20000726	1
10821372	53893869	1
10805303	53885483	1
4966699	53880375	1
5120089	53883296	1
10770660	53886585	1
7420623	53877983	1
8727339	53881892	1
2293224	53876077	1
10211367	53876000	1
10150468	53512032	1
10516752	53863644	1
9590712	53865290	1
10133689	53850867	1
10813833	53862068	1
2170140	53859103	1
4317794	53857060	1
8791503	53838619	1
651174	53845348	1
9431057	53842083	1
9978457	53837580	1
10332687	53826206	1
10719867	53825240	1
8791503	53805431	1
4964409	49554622	1
10741532	53784420	1
439621	53791801	1
439621	53784592	1
10789500	53776372	1
10720165	53772797	1
4150078	53768821	1
2304735	53766507	1
9775974	53709887	1
9840637	53755564	1
3277133	53745386	1
1941253	35492618	1
9420988	53735980	1
10543130	53735200	1
10133689	53725666	1
9177877	53688988	1
3277133	53716630	1
5656327	53716422	1
3228542	53714030	1
9210757	53704217	1
10376194	52372430	1
10395806	53460718	1
10481797	53687378	1
6912791	42847828	1
9832302	53676133	1
6896605	53668779	1
5820814	52589491	1
5820814	35645228	1
5820814	35624258	1
8849216	53658648	1
3446351	53657210	1
2362852	53651984	1
596841	53642778	1
7420623	53638379	1
7000874	53528387	1
8468264	53549090	1
6945824	53624275	1
2867882	53622571	1
8469518	53616055	1
7644562	53616536	1
5820814	53607329	1
7058823	53605744	1
10582772	53601474	1
4150078	53599329	1
5713272	53589972	1
10326478	53576235	1
5704863	53572772	1
9760446	53572082	1
9747311	53554737	1
8335487	53553973	1
9467345	53505688	1
8335487	53550921	1
9177877	53549030	1
2782382	53547051	1
8335487	53532283	1
6540590	53529678	1
4150078	53527014	1
10512735	53524973	1
3277133	53520911	1
8080957	53518972	1
9773812	53511429	1
5453723	43696005	1
1155578	53492258	1
10706811	53483416	1
3277133	53471039	1
10655721	53427854	1
10339255	53439796	1
10395806	53421408	1
9590712	53411749	1
9590712	53410178	1
7166834	53412580	1
5071733	53412096	1
10395806	53409318	1
9933449	53401563	1
9563832	53390141	1
766708	53399137	1
10395806	53397645	1
10096185	53368823	1
2260344	53360508	1
4520274	53342591	1
3936294	53339907	1
10586136	53336848	1
8482467	53336313	1
1970751	53328489	1
8688154	53320890	1
7376796	53311311	1
9776699	53300901	1
8224364	53295987	1
9794732	53283142	1
3800761	53262747	1
2649064	53235659	1
8916344	47972667	1
5218354	53187561	1
3277133	53177962	1
10609992	53162004	1
2298012	53133001	1
2298012	53127538	1
10530575	53124581	1
7081275	53120491	1
9932027	53090840	1
7810784	53080239	1
10464893	53059843	1
10361602	53058069	1
3277133	53055822	1
3277133	53054812	1
1243255	53054127	1
9629771	53048715	1
3277133	53036359	1
10535881	53034823	1
3277133	53034774	1
5071733	53022011	1
3277133	53017270	1
3277133	53014956	1
3277133	53011070	1
7698116	53008697	1
10561031	53001224	1
10518845	52987904	1
9289272	52982083	1
613326	52970640	1
10453850	52961305	1
8792365	52946968	1
4370943	40705480	1
4984061	52932511	1
10538114	52930463	1
9466906	52923117	1
9629771	52906950	1
8167871	52881304	1
2397318	52900823	1
8636829	52898277	1
5597304	52895104	1
9629771	52894206	1
10529316	52893857	1
2960173	52876575	1
7763266	52869988	1
9153261	52850192	1
7086487	52842977	1
8468264	52824266	1
9629771	52835886	1
3448738	52083998	1
4394147	52834824	1
9629771	52832567	1
6375136	52807263	1
9882094	52805692	1
8444827	52792145	1
8382707	52790340	1
6227378	52783162	1
4984061	52783570	1
10489612	52775887	1
3277133	52762663	1
10424268	52744732	1
8167593	52745431	1
3088202	52744139	1
3987860	52744034	1
3088202	52722934	1
10477783	52718397	1
3432888	52430908	1
10117424	52650413	1
10117424	52705982	1
10117424	52669226	1
681132	28932065	1
10458537	52654584	1
8570006	52262610	1
7420623	52635965	1
8570006	52538196	1
7420623	52630121	1
3426338	52629017	1
3642360	52616884	1
10321210	52615560	1
10445593	52606775	1
3494669	52601669	1
1305947	52590042	1
9218680	52593689	1
6279440	52561652	1
2529125	52590752	1
6387095	52579812	1
3259331	41880184	1
10095708	52525693	1
3277133	52559683	1
10133689	52551360	1
802589	52540019	1
10112876	52537776	1
2560244	52535214	1
9347860	52529948	1
9348255	52529735	1
8916162	52527276	1
9991654	52526573	1
8791503	52503921	1
6642287	52520470	1
2560244	52515919	1
10375012	52513429	1
10053244	52494615	1
10375012	52476422	1
7204030	52479129	1
9080252	52471770	1
6454830	52466941	1
10321210	52466053	1
8612523	52457779	1
10312635	52440848	1
4513726	52432356	1
3472679	52423688	1
9678643	52424527	1
10384413	52401172	1
10084965	52414440	1
8791503	52410714	1
2335020	52381856	1
601787	52381723	1
5709240	52351936	1
10369881	52351333	1
10361602	52324695	1
3448738	52322439	1
5963678	52317459	1
7586544	52316948	1
9161067	52305665	1
7111382	52084485	1
10205020	52278119	1
3645735	52268940	1
7319366	52273744	1
2943311	52266128	1
6198903	52258645	1
887651	52254152	1
3441488	52248704	1
7319366	52247376	1
2700041	52245364	1
887651	52244366	1
9615917	52243110	1
3277133	52236463	1
9629753	52220262	1
9530972	52210916	1
8670757	52208153	1
9838554	52202420	1
10324442	52200369	1
5560898	52195951	1
5560898	52195386	1
5560898	52188862	1
1725377	52190238	1
4923281	52185760	1
3861199	51324371	1
7925866	52171696	1
1725377	52172107	1
5724487	52170723	1
4631379	52140922	1
3277133	52117934	1
10099689	52101907	1
8377782	52100714	1
8951220	52099286	1
9645702	50893528	1
9874096	51700754	1
6109920	52059654	1
4850343	52078594	1
7319366	52054945	1
10112632	52067424	1
8364914	52065501	1
1725377	52063320	1
9118733	52055318	1
5560898	52031770	1
5560898	52045893	1
8203242	52046094	1
10112632	52043677	1
5560898	52032112	1
9493987	52021358	1
9493987	52018968	1
3880322	47817168	1
7134583	52017438	1
9524848	52011150	1
8705615	52010786	1
5560898	52010772	1
8705615	52009303	1
5560898	52007489	1
8705615	51995287	1
10211367	51992641	1
10266803	51994254	1
6236543	51981314	1
5560898	51993333	1
4487782	51991377	1
5560898	51991966	1
10230503	51991306	1
3277133	51989866	1
8542692	51989470	1
5560898	51987651	1
2493856	51986821	1
10139745	51981090	1
5703997	51973153	1
9161067	51977715	1
5560898	51977408	1
7332095	51972968	1
5560898	51968221	1
10223705	51963260	1
7183666	51956323	1
5560898	51951644	1
5560898	51950394	1
4150078	51949996	1
5306198	51947251	1
2493856	51944847	1
8364914	51935063	1
8878774	51926889	1
