"node","rank"
"13","0.0481543517198015"
"28","0.021785787632591"
"337","0.0129283633181248"
"282","0.0101093107179792"
"117","0.00718842818291779"
"214","0.00617760871479925"
"217","0.00610497302665357"
"305","0.00429085254278449"
"964","0.00405582218347631"
"10","0.00388168296968231"
