"node","rank"
"79","0.0991954259252235"
"197","0.0843566599852421"
"14","0.0310940136578435"
"314","0.0294783567623744"
"24","0.0290420909168126"
"161","0.0205891641846549"
"594","0.0205088740222287"
"61","0.0159699446351331"
"147","0.0124437111907262"
"86","0.0113616115463408"
