"node","rank"
"13","0.0747240937121733"
"25","0.0266879570669858"
"247","0.016329534602594"
"209","0.0144082569889106"
"87","0.0110636717970271"
"160","0.00914294551708862"
"163","0.00878232534236659"
"308","0.0061701696797262"
"10","0.00534639596390587"
"27","0.00505923903536339"
