"node","rank"
"112","0.100720404489678"
"281","0.0860276234318907"
"135","0.032708040625713"
"45","0.0324639852718387"
"4","0.0237058140384887"
"916","0.0204806376997614"
"638","0.0192306715417527"
"89","0.0135622685995265"
"2","0.00916114628628483"
"213","0.00903645622308462"
