"node","rank"
"6","0.10928567625471"
"29","0.0453168348670134"
"79","0.0296491678796371"
"21","0.0276890757447321"
"85","0.0275202975150776"
"83","0.024482374575673"
"291","0.0200216675001656"
"115","0.0165721347168362"
"130","0.015000020540855"
"217","0.0136904324404041"
