rank
0.000655423
0.002243185
0.001212533
0.000655423
0.000655423
0.109285676
0.000655423
0.000655423
0.000655423
0.000655423
0.007575444
0.000655423
0.000655423
0.001073255
0.003060546
0.001472679
0.000655423
0.000655423
0.000933978
0.000655423
0.027689076
0.000655423
0.000655423
0.001935997
0.003946328
0.000655423
0.000655423
0.000655423
0.045316835
0.000655423
0.005250329
0.000655423
0.000655423
0.005206232
0.000655423
0.011032961
0.000655423
0.000655423
0.002158759
0.003196354
0.002938169
0.001836894
0.000655423
0.000655423
0.009068676
0.000933978
0.000655423
0.002599423
0.003671614
0.000915569
0.000655423
0.002134739
0.000655423
0.0007947
0.000655423
0.001212533
0.001170749
0.000655423
0.008344282
0.000655423
0.000655423
0.000655423
0.000655423
0.00161725
0.000655423
0.001212533
0.002896386
0.000655423
0.000655423
0.001727859
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.007580562
0.000655423
0.000655423
0.029649168
0.000655423
0.000655423
0.000655423
0.024482375
0.000655423
0.027520298
0.003913272
0.002006414
0.000655423
0.000655423
0.000655423
0.002048197
0.000655423
0.000655423
0.000655423
0.001769642
0.000655423
0.000655423
0.000655423
0.000655423
0.000766845
0.000766845
0.000655423
0.000655423
0.002237614
0.000655423
0.000655423
0.000655423
0.001491087
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.002493107
0.016572135
0.000655423
0.001212533
0.000655423
0.000655423
0.001246476
0.000655423
0.001545395
0.000655423
0.000655423
0.000655423
0.002243185
0.000655423
0.002493107
0.000655423
0.015000021
0.000655423
0.000655423
0.000655423
0.000655423
0.00307885
0.000655423
0.001266841
0.001732238
0.007692414
0.000655423
0.005654089
0.000655423
0.001955345
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.003487151
0.000655423
0.000655423
0.000655423
0.000655423
0.003063006
0.000655423
0.000655423
0.001935997
0.000655423
0.000655423
0.000655423
0.000655423
0.001769642
0.000655423
0.000655423
0.000655423
0.000655423
0.001212533
0.000655423
0.000655423
0.003011371
0.000655423
0.000655423
0.000933978
0.001170749
0.001943248
0.004877091
0.000655423
0.000841126
0.000655423
0.000655423
0.005547703
0.000933978
0.000655423
0.004312454
0.000655423
0.000655423
0.000933978
0.000655423
0.001460858
0.000655423
0.000841126
0.000841126
0.001540483
0.000655423
0.001472679
0.000655423
0.004565661
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.000655423
0.002493107
0.000655423
0.000655423
0.002082141
0.00271414
0.000655423
0.000655423
0.000655423
0.000655423
0.013690432
0.000655423
0.000933978
0.000655423
0.001212533
0.000655423
0.000655423
0.002938169
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.005992338
0.000655423
0.000655423
0.007575444
0.000655423
0.000655423
0.000655423
0.000655423
0.001212533
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.00135181
0.0007947
0.0007947
0.000655423
0.001491087
0.000655423
0.000655423
0.000655423
0.001491087
0.000655423
0.000655423
0.000655423
0.001411003
0.000933978
0.000655423
0.002938169
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.001212533
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.00198088
0.001769642
0.001132448
0.000655423
0.000655423
0.000655423
0.002500358
0.000655423
0.000655423
0.000993171
0.000655423
0.000655423
0.000655423
0.020021668
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.00182395
0.000655423
0.000655423
0.006461225
0.000655423
0.000655423
0.0007947
0.000655423
0.001204404
0.000655423
0.001795458
0.000655423
0.000655423
0.000841126
0.000841126
0.001955345
0.000655423
0.001212533
0.000655423
0.000655423
0.000655423
0.001787052
0.000655423
0.003539906
0.000655423
0.000655423
0.000655423
0.006461225
0.000655423
0.001491087
0.000655423
0.000933978
0.008725482
0.000655423
0.002842078
0.000655423
0.000655423
0.006461225
0.000655423
0.000655423
0.000841126
0.000841126
0.000655423
0.003493643
0.000655423
0.000655423
0.000655423
0.001863306
0.000655423
0.000933978
0.000655423
0.000655423
0.000655423
0.008439981
0.003050216
0.000655423
0.001491087
0.000655423
0.001398236
0.000655423
0.000655423
0.010403348
0.003519722
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.001955345
0.000655423
0.003950519
0.000655423
0.001132448
0.000655423
0.000655423
0.000655423
0.000655423
0.002329493
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.00182395
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.00238106
0.000655423
0.000655423
0.000655423
0.003592519
0.001156822
0.000655423
0.001212533
0.001266841
0.000655423
0.000655423
0.000655423
0.000841126
0.000655423
0.000655423
0.000655423
0.001240539
0.000655423
0.000655423
0.001204404
0.000655423
0.000655423
0.000655423
0.001246476
0.000655423
0.002967695
0.000655423
0.000655423
0.000655423
0.001204404
0.000655423
0.001101262
0.003529771
0.001212533
0.000655423
0.001266841
0.007072642
0.000655423
0.000655423
0.000655423
0.000655423
0.002469743
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.000655423
0.000655423
0.000655423
0.008040859
0.000655423
0.000655423
0.001956773
0.001751153
0.001266841
0.00119383
0.000655423
0.000655423
0.000655423
0.000933978
0.000933978
0.001204404
0.000655423
0.000655423
0.001588582
0.000655423
0.001266841
0.000655423
0.002040069
0.007556955
0.000655423
0.000655423
0.000933978
0.000655423
0.001212533
0.000655423
0.000655423
0.000655423
0.000655423
0.001170749
0.00219366
0.001212533
0.00219366
0.000655423
0.000655423
0.002205781
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000933978
0.000655423
0.003594214
0.000655423
0.002702547
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.001714993
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.001484528
0.000655423
0.000655423
0.000933978
0.000655423
0.001266841
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.000655423
0.001751153
0.000655423
0.000913086
0.004635636
0.000655423
0.001751153
0.000655423
