from,Score1,to,Score2
11135962,0,2901002,1
10602316,4,2901002,1
10602316,4,7932273,0
6799378,0,2421817,1
6493355,1,9324678,0
4804608,0,11137576,1
9335777,6,5858851,1
9335777,6,4909087,5
9284675,0,7725670,0
6239923,1,6792743,0
6239923,1,9512152,-5
6239923,1,4333359,3
6239923,1,10799544,0
3584680,0,6792743,0
11224526,1,7932273,0
9288752,2,4909087,5
9288752,2,9840637,2
11261273,1,9524722,0
11261273,1,8431111,0
6239923,1,4909087,5
9933449,1,6615163,1
9933449,1,6031995,1
9933449,1,9510729,1
9933449,1,11076781,1
4004863,0,4004863,0
4004863,0,3545273,0
4004863,0,9803111,0
9933449,1,6287308,2
9933449,1,2901002,1
10115186,0,10964685,1
10813833,0,10813833,0
6799378,0,7964527,0
9940782,2,4909087,5
11174424,2,7964527,0
11174424,2,9081267,1
11174424,2,4909087,5
5375274,0,7053679,1
7932273,0,9840637,2
7932273,0,9976846,1
7932273,0,8123710,2
7932273,0,2958943,1
8359315,0,423926,0
11241169,-1,6349838,1
7881599,0,6361531,2
7881599,0,5238915,0
7881599,0,3735873,1
8244932,1,2901002,1
10133689,1,2901002,1
9757927,2,8208006,1
9757927,2,2570261,1
5375274,0,8123710,2
5375274,0,11015427,0
10029062,5,7237062,4
10029062,5,3284713,1
10029062,5,9803111,0
10029062,5,3967578,0
10029062,5,6797250,0
8901292,0,9840637,2
9758660,1,6287308,2
9758660,1,4333359,3
5322660,0,8410622,3
5322660,0,5322660,0
9142709,0,2864250,1
10970478,0,1762211,2
10970478,0,6881240,0
7938217,3,7938217,3
11111792,3,7077050,1
11111792,3,3483203,2
8212173,1,9512152,-5
8212173,1,2901002,1
439621,2,2901002,1
439621,2,8228558,1
8219251,-1,4550141,0
8219251,-1,6220759,0
8219251,-1,8111755,1
9806377,1,1294386,1
9806377,1,4278403,1
10443817,1,8970054,1
10443817,1,1831706,0
9271965,0,4673475,0
2308722,0,10895207,2
2308722,0,2901002,1
11210589,0,9803111,0
11210589,0,4333359,3
4150078,2,11161774,0
4150078,2,7964527,0
4150078,2,3711940,0
4150078,2,6779307,5
4150078,2,11180560,0
11109146,0,2901002,1
11109146,0,4909087,5
10029062,5,7812912,2
7671519,0,2901002,1
10854520,1,2901002,1
10494720,-4,10964685,1
6414747,1,7505395,2
6414747,1,7964527,0
2938496,1,9108239,1
4948889,3,7671519,0
4948889,3,6792743,0
4948889,3,9698684,1
4948889,3,6286540,1
4948889,3,2901002,1
7590993,2,4819353,5
7590993,2,1782792,6
11173141,1,9081267,1
10719369,2,9698684,1
10719369,2,8727339,0
9936834,0,5847854,2
11132325,1,10201580,8
11132325,1,10712188,1
6674648,0,6674648,0
6674648,0,7237997,1
11171453,1,9742036,1
3096094,1,7053679,1
3096094,1,7053679,1
4526288,2,5855649,1
4526288,2,9177877,2
1839946,3,4909087,5
10791231,1,9698684,1
9518098,0,10142285,0
8060611,0,11150801,0
11148219,0,2695448,-1
11146521,-2,2901002,1
9919507,0,11141229,0
687739,3,8052902,4
8051444,-2,2901002,1
8526986,1,2901002,1
8526986,1,4593642,0
8526986,1,2901002,1
8051444,-2,2901002,1
5565466,1,9362747,3
5610840,-2,3538107,0
10209499,3,7964527,0
10209499,3,2336654,7
10209499,3,4909087,5
4150078,2,10728920,1
9281012,1,5304366,0
4808588,2,5368599,2
4808588,2,11058247,0
8846998,1,366553,0
8846998,1,8846998,1
8795734,1,2901002,1
11100832,0,10734525,3
10230456,2,5692012,1
8417039,1,2901002,1
8526986,1,4323,2
11025776,1,7093741,1
11025776,1,221794,0
3524158,2,1168212,0
2110805,4,7077050,1
2006697,2,9067615,1
2006697,2,10089195,1
4436803,0,4490749,1
2293224,0,6942527,4
3403590,0,7318615,0
4701426,1,9960182,0
4701426,1,2901002,1
2716095,-1,9129474,1
2716095,-1,11035063,1
10755534,0,11021886,1
2198720,1,748858,6
1334657,2,2901002,1
11053304,0,7077050,1
8389470,-1,6220759,0
2006598,0,3545273,0
9677043,4,9380597,1
5431734,1,2901002,1
5431734,1,9462009,1
5847425,11,4075155,3
5847425,11,8899386,0
5847425,11,8453690,6
7158436,2,5496433,0
7158436,2,6942527,4
7158436,2,9698684,1
7637930,2,6177877,0
7637930,2,4492932,3
9371703,1,3021415,0
9371703,1,10025972,2
6752994,-1,2258013,1
7637930,2,7386332,0
7637930,2,2901002,1
9840637,2,2901002,1
9840637,2,4333359,3
9840637,2,8123710,2
4948889,3,8708364,0
4948889,3,4909087,5
10719369,2,8795073,2
10719369,2,6220759,0
10719369,2,10164573,1
10719369,2,7093741,1
1437138,0,9863207,1
10335144,0,6004983,0
9615917,13,6177877,0
9615917,13,4139744,1
9615917,13,7964527,0
9615917,13,2901002,1
10416218,1,2421817,1
3524158,2,4167945,2
3524158,2,9462829,2
11047864,3,196826,0
927827,2,10888655,1
5868293,0,8120908,1
5868293,0,2695448,-1
5868293,0,7932273,0
5868293,0,4001592,2
11024951,1,10972959,0
11038901,3,9698684,1
11038901,3,2901002,1
11038901,3,9840637,2
3146365,1,7388477,1
3146365,1,2535611,1
8293309,2,11035961,0
8293309,2,4909087,5
6647375,1,4001592,2
1058584,1,1240268,1
4948889,3,2901002,1
4948889,3,7678879,1
2938496,1,4267414,1
2938496,1,4001592,2
501054,0,8953378,1
7852656,0,10998325,0
7852656,0,10998325,0
10719369,2,2901002,1
10719369,2,6361531,2
10719369,2,9840637,2
2717063,1,2901002,1
3088202,1,2901002,1
8727339,0,2084384,5
10985548,-1,4893407,0
7420623,2,9962315,0
7420623,2,3483203,2
7420623,2,2406949,-1
10834788,1,10834788,1
825227,0,11019598,0
825227,0,7165168,1
825227,0,736937,1
2129285,1,11019173,3
2129285,1,4333359,3
5413088,1,2357112,2
9530105,1,9698684,1
9530105,1,9209546,3
10834788,1,5625497,1
10834788,1,6250439,1
11000498,1,5916727,1
10865832,3,9209546,3
7347631,2,190597,2
7759833,0,9209546,3
8160881,1,2901002,1
8160881,1,9869695,2
8051444,-2,10953743,0
8051444,-2,2421817,1
9530105,1,4541412,0
9530105,1,9698684,1
9530105,1,9209546,3
9530105,1,9334238,0
9530105,1,10089328,0
8051444,-2,9209546,3
10429891,1,4194079,1
10429891,1,6220759,0
10429891,1,2825570,0
9177877,2,7964527,0
6525082,0,1391671,2
9530105,1,9209546,3
4436803,0,5647272,0
4436803,0,4785185,9
1305886,0,8628758,2
1305886,0,5162768,0
6083404,1,7964527,0
10603191,1,2901002,1
10791217,0,9865110,0
9111050,0,5820814,1
10719867,1,5916727,1
10719867,1,7964527,0
10719867,1,4565947,3
10964500,1,9209546,3
10964500,1,7964527,0
10883088,0,8628758,2
10422855,3,4684861,1
8211523,1,9209546,3
8211523,1,9840637,2
6162307,2,2901002,1
7932273,0,2901002,1
2504762,0,2535611,1
2504762,0,6817835,0
2504762,0,7964527,0
9800981,2,2901002,1
9800981,2,2702737,0
5939036,0,2901002,1
5939036,0,6063482,0
9228219,0,1505540,0
10913191,0,7141506,1
6865678,2,7227627,0
6865678,2,100297,1
10938654,0,7964527,0
10780075,1,6047722,1
10780075,1,2901002,1
9800981,2,8539533,0
4803521,-1,9177877,2
1696605,1,2901002,1
1696605,1,7093741,1
9530105,1,7223727,3
3685856,18,2937831,12
3685856,18,3685856,18
8222863,0,453475,0
8222863,0,8626601,0
9924147,1,5625497,1
9924147,1,9209546,3
8003817,-1,10862252,1
10067043,0,10067043,0
10067043,0,10852841,0
10067043,0,5374924,0
8727339,0,2901002,1
3796599,0,5552309,0
3796599,0,4431194,0
7932273,0,2901002,1
9512152,-5,5704863,1
9512152,-5,7359176,1
8474517,-1,5704863,1
6699237,0,8547198,0
10831574,-1,5374924,0
1467082,2,2547724,3
7644267,1,10322766,2
4984061,2,10611983,0
4984061,2,7964527,0
10891071,-1,5374924,0
10891071,-1,1168212,0
10335283,2,3407256,1
10335283,2,521776,1
9772551,1,9209546,3
9772551,1,5820814,1
9542954,1,3152047,2
9542954,1,9209546,3
9800981,2,4016285,0
9800981,2,8345749,0
9800981,2,4499795,0
10865832,3,6361531,2
10865832,3,4838587,0
10865832,3,2901002,1
7004463,0,6361531,2
7004463,0,9299259,-5
10865832,3,6361531,2
10801499,0,9108239,1
3116949,1,4238408,2
3116949,1,4001592,2
8741108,1,5510588,-1
10542945,1,6817835,0
10818522,0,6615163,1
10818522,0,9198381,0
10112876,0,2847946,1
10112876,0,9198381,0
10112876,0,9299259,-5
1243255,1,9177877,2
1243255,1,9209546,3
1243255,1,4333359,3
10801499,0,3679377,1
10801499,0,9209546,3
8207612,0,4098013,0
10507187,3,9209546,3
10833061,0,9698684,1
10833061,0,9209546,3
10833061,0,4909087,5
2397318,11,3149277,4
2397318,11,974555,4
2397318,11,2303761,4
2397318,11,2131903,0
6338443,1,2258013,1
5129031,5,9274732,1
5129031,5,7168104,0
10464813,1,4001592,2
10464813,1,5704863,1
9143467,1,6079395,1
9968110,1,7964527,0
10838789,0,1456927,1
5604992,4,4909087,5
9331478,0,3117592,0
10767482,0,4248842,1
10830071,0,7964527,0
10742470,-1,5375464,0
4520017,1,4492932,3
2598876,18,9637318,1
2598876,18,2303761,4
2598876,18,772649,22
10821372,1,1869152,1
10821372,1,6615163,1
10805303,0,5820814,1
4966699,1,4381487,1
4966699,1,4381487,1
5120089,2,10201580,8
5120089,2,2901002,1
5120089,2,9698684,1
10770660,4,5704863,1
10770660,4,9754169,1
10770660,4,9698684,1
7420623,2,9209546,3
8727339,0,8708364,0
8727339,0,2901002,1
2293224,0,7964527,0
10211367,1,9307263,2
10150468,0,5820814,1
10516752,-4,8467973,1
9590712,1,2901002,1
10133689,1,2891152,1
10813833,0,1505540,0
2170140,0,10067173,1
4317794,-2,5516874,0
8791503,0,2891152,1
651174,1,651174,1
651174,1,542190,2
9431057,1,9209546,3
9431057,1,3639023,1
9978457,1,9209546,3
9978457,1,4909087,5
9978457,1,7964527,0
10332687,2,9505737,0
10719867,1,4390160,2
8791503,0,6047722,1
4964409,2,6615163,1
4964409,2,9845763,1
4964409,2,8252763,0
10741532,2,4909087,5
439621,2,6287308,2
439621,2,1212401,0
439621,2,2966617,0
439621,2,4909087,5
10789500,4,2739274,0
10720165,2,9177877,2
4150078,2,4016285,0
4150078,2,9274732,1
4150078,2,7388477,1
2304735,-1,9142590,1
2304735,-1,7752296,0
9775974,0,9775974,0
9840637,2,9512152,-5
9840637,2,3073185,1
3277133,1,5820814,1
1941253,1,5828883,3
10543130,3,7964527,0
9177877,2,4909087,5
3277133,1,5866580,0
3277133,1,7964527,0
3277133,1,4909087,5
5656327,5,7964527,0
5656327,5,4909087,5
9210757,0,9497965,1
9210757,0,4909087,5
10376194,2,7400128,0
10376194,2,9553594,0
10376194,2,3483203,2
10395806,0,10699910,0
6912791,0,7057003,0
6912791,0,4492932,3
9832302,0,9754169,1
6896605,1,10464813,1
5820814,1,2901002,1
5820814,1,2901002,1
5820814,1,4542359,1
5820814,1,3510736,3
8849216,0,6361531,2
3446351,6,4909087,5
2362852,2,2901002,1
596841,4,7964527,0
7420623,2,7420623,2
7420623,2,8046232,0
7420623,2,6109920,0
7000874,-1,7000874,-1
8468264,4,8468264,4
8468264,4,9500059,1
6945824,0,8708364,0
2867882,0,9948827,0
8469518,-1,10687003,2
7644562,3,7964527,0
7644562,3,8046232,0
5820814,1,4800652,1
5820814,1,8708364,0
5820814,1,2901002,1
7058823,1,4909087,5
7058823,1,7964527,0
10582772,-1,541038,0
10582772,-1,8146556,0
4150078,2,10653196,2
4150078,2,3390419,2
4150078,2,3288092,1
5713272,3,10239789,1
5713272,3,2901002,1
5713272,3,4098013,0
5704863,1,190597,2
9760446,2,7964527,0
9747311,2,2901002,1
9747311,2,4198852,0
8335487,5,9209546,3
8335487,5,9698684,1
8335487,5,4684861,1
9467345,1,3483203,2
8335487,5,2540669,1
8335487,5,2570261,1
9177877,2,9209546,3
2782382,0,7964527,0
8335487,5,5820814,1
6540590,1,10719722,0
4150078,2,4001592,2
10512735,1,9209546,3
10512735,1,10239789,1
3277133,1,5960182,0
8080957,1,10717233,1
9773812,1,7964527,0
9773812,1,6031995,1
5453723,9,6154287,0
5453723,9,5465130,0
5453723,9,6147621,5
5453723,9,5453723,9
1155578,0,6671176,2
3277133,1,7964527,0
10655721,0,10655721,0
10655721,0,5736515,0
10339255,0,3254400,1
9590712,1,4703367,0
9590712,1,2298012,1
9590712,1,4843503,2
7166834,1,5720196,0
7166834,1,8727339,0
7166834,1,2901002,1
7166834,1,9698684,1
5071733,1,6845383,1
10395806,0,7141506,1
10395806,0,6345518,1
10395806,0,6154787,1
9933449,1,9209546,3
766708,0,7954504,3
766708,0,7835267,3
766708,0,10633290,3
10395806,0,4279661,1
10096185,-2,8708364,0
10096185,-2,6296473,1
2260344,0,2901002,1
4520274,0,6799297,4
4520274,0,6866811,1
3936294,0,7954504,3
10586136,1,5811078,2
8482467,7,9209546,3
1970751,3,9209546,3
1970751,3,4267414,1
8688154,3,9209546,3
7376796,4,10417489,0
7376796,4,7964527,0
9776699,1,5120049,0
9776699,1,2901002,1
9776699,1,5178905,0
8224364,3,2901002,1
9794732,2,5811078,2
3800761,0,6108661,1
2649064,1,4551984,0
8916344,3,4829258,3
5218354,0,5811078,2
3277133,1,8320861,1
10609992,2,2336654,7
2298012,1,8208006,1
2298012,1,9274732,1
10530575,-1,8146556,0
10530575,-1,2336654,7
7081275,0,5820814,1
7081275,0,8146556,0
9932027,0,3908247,0
9932027,0,8111755,1
7810784,3,1163373,4
10464893,0,3279716,1
10464893,0,9492673,2
10361602,3,2901002,1
3277133,1,7964527,0
3277133,1,6671176,2
1243255,1,6671176,2
9629771,1,4333359,3
9629771,1,7964527,0
3277133,1,7964527,0
10535881,2,7359176,1
10535881,2,8334261,0
10535881,2,7954504,3
3277133,1,67579,1
5071733,1,8111755,1
5071733,1,2027457,1
5071733,1,3650983,1
3277133,1,4801783,0
3277133,1,8643941,2
3277133,1,67579,1
3277133,1,3483203,2
3277133,1,9209546,3
7698116,0,6342812,4
10561031,-3,9108532,0
10561031,-3,8305660,0
10561031,-3,3894543,0
10561031,-3,8146556,0
10561031,-3,5535114,0
10518845,0,2901002,1
9289272,1,3740545,1
613326,1,9799449,0
613326,1,8811397,0
10453850,0,4008392,0
8792365,2,9209546,3
8792365,2,2901002,1
8792365,2,6858244,4
4370943,14,7171976,1
4370943,14,5015569,40
4370943,14,4807458,-3
4984061,2,9948827,0
4984061,2,4025659,1
9466906,1,2901002,1
9466906,1,7505383,2
9629771,1,1766544,3
8167871,0,3254869,1
2397318,11,2535611,1
8636829,-3,7964527,0
8636829,-3,8046232,0
5597304,3,4333359,3
9629771,1,8283047,4
10529316,0,10169453,0
2960173,0,7964527,0
7763266,1,5704863,1
7763266,1,2901002,1
9153261,2,2901002,1
9153261,2,8683073,1
7086487,1,5820814,1
8468264,4,9177877,2
9629771,1,2695448,-1
3448738,1,7473629,1
3448738,1,10020435,-2
9629771,1,9629771,1
6375136,1,5383801,0
6375136,1,9305398,0
9882094,1,10321210,1
8444827,-1,3423035,1
8382707,2,8320861,1
6227378,3,3483203,2
6227378,3,5806755,0
4984061,2,4984061,2
10489612,2,2901002,1
3277133,1,8146556,0
3277133,1,10325516,0
10424268,-1,10255652,0
10424268,-1,3462509,0
10424268,-1,3386063,0
8167593,0,4585713,1
8167593,0,7964527,0
3088202,1,9754169,1
3088202,1,8335344,1
3987860,1,5811078,2
3088202,1,4333359,3
10477783,1,9202873,0
3432888,1,487339,3
3432888,1,7964527,0
3432888,1,3483203,2
10117424,2,4333359,3
10117424,2,3483203,2
10117424,2,6671176,2
10117424,2,3483203,2
10117424,2,9209546,3
681132,12,3877338,4
681132,12,1541036,20
681132,12,5182136,6
10458537,0,6361531,2
8570006,0,5224926,1
7420623,2,7758804,2
8570006,0,4333359,3
7420623,2,6004983,0
3642360,2,6361531,2
10321210,1,4333359,3
10321210,1,2799941,0
10321210,1,9371607,1
10321210,1,6348485,0
10445593,1,2901002,1
3494669,0,8320861,1
1305947,2,5276520,1
9218680,0,3483203,2
6279440,3,6287308,2
6279440,3,3483203,2
6279440,3,6671176,2
6387095,1,7964527,0
6387095,1,4800652,1
3259331,4,381179,3
3259331,4,5741205,0
3259331,4,2336654,7
10095708,0,7835267,3
3277133,1,9209546,3
3277133,1,7964527,0
10133689,1,9218680,0
802589,1,9051284,5
10112876,0,5467038,1
10112876,0,9874393,1
2560244,1,2901002,1
2560244,1,6887528,0
9347860,1,2901002,1
8916162,0,6671176,2
8916162,0,10292474,0
9991654,0,7835267,3
8791503,0,7964527,0
6642287,0,9769953,1
2560244,1,2901002,1
10375012,1,2901002,1
10375012,1,4317058,2
10375012,1,9218680,0
7204030,1,2901002,1
9080252,0,8305660,0
9080252,0,6942527,4
9080252,0,8708364,0
10321210,1,7277561,1
10321210,1,3800761,0
8612523,1,2961541,0
8612523,1,2336654,7
8612523,1,9769953,1
10312635,0,10394826,0
4513726,1,7964527,0
3472679,2,7862558,1
9678643,2,9902740,2
9678643,2,9067271,2
10384413,1,4016674,1
10084965,2,2336654,7
10084965,2,6480402,0
10084965,2,7964527,0
10084965,2,6671176,2
2335020,1,9202873,0
601787,0,2260,1
5709240,-1,8305660,0
5709240,-1,2535611,1
10369881,0,7013576,1
3448738,1,6671176,2
5963678,1,3471881,0
9161067,3,2336654,7
9161067,3,7964527,0
7111382,3,7111382,3
7111382,3,6287308,2
7111382,3,3023116,2
10205020,0,10242229,0
3645735,1,3645735,1
2943311,1,3483203,2
6198903,1,2901002,1
3441488,1,3483203,2
3441488,1,2535611,1
7319366,1,7964527,0
7319366,1,3483203,2
7319366,1,6660373,0
7319366,1,4198852,0
7319366,1,10320838,0
7319366,1,2535611,1
2700041,0,943138,3
887651,1,8404453,2
887651,1,10201580,8
9615917,13,8208006,1
9615917,13,10242229,0
3277133,1,9074332,1
9629753,1,9209546,3
9530972,0,4819376,2
9530972,0,6814154,2
8670757,1,1422451,0
8670757,1,6361531,2
10324442,2,9209546,3
10324442,2,9840637,2
5560898,0,4557382,1
5560898,0,8136350,0
5560898,0,7964527,0
5560898,0,7388477,1
5560898,0,9177877,2
1725377,0,3483203,2
1725377,0,6087502,2
3861199,-1,2901002,1
1725377,0,2535611,1
5724487,-1,7964527,0
5724487,-1,8305660,0
4631379,0,4333359,3
4631379,0,5506894,0
3277133,1,7964527,0
10099689,2,9209546,3
8377782,0,7964527,0
8377782,0,2137255,2
8377782,0,9209546,3
8951220,1,9754169,1
9645702,1,9067615,1
9874096,2,8380272,0
9874096,2,7862558,1
9874096,2,3483203,2
6109920,0,2823755,1
6109920,0,7592064,2
6109920,0,6220759,0
4850343,3,4572274,3
4850343,3,2336654,7
7319366,1,6403976,-1
7319366,1,4098013,0
7319366,1,2901002,1
10112632,0,6321559,0
10112632,0,7964527,0
10112632,0,3793674,1
8364914,3,6671176,2
8364914,3,7964527,0
1725377,0,7964527,0
9118733,0,10284439,0
9118733,0,8320861,1
9118733,0,2137255,2
5560898,0,2336654,7
5560898,0,4909087,5
5560898,0,5224926,1
8203242,1,2336654,7
10112632,0,6671176,2
5560898,0,7964527,0
5560898,0,2336654,7
9493987,1,2715948,0
9493987,1,9493987,1
9493987,1,3859224,0
9493987,1,5224926,1
3880322,0,5115805,0
7134583,0,9209546,3
9524848,1,8749168,2
9524848,1,6849682,0
8705615,1,9754169,1
5560898,0,2285236,6
8705615,1,8146556,0
8705615,1,1773367,2
5560898,0,2695448,-1
5560898,0,7964527,0
5560898,0,5506894,0
8705615,1,1359058,0
8705615,1,9209546,3
8705615,1,6580543,1
10211367,1,4557382,1
10211367,1,7141506,1
10211367,1,3866172,0
10266803,1,9915320,1
10266803,1,8959807,2
6236543,1,7024766,0
6236543,1,2901002,1
5560898,0,3483203,2
5560898,0,6671176,2
5560898,0,2535611,1
4487782,2,8380272,0
4487782,2,4909087,5
4487782,2,2535611,1
4487782,2,487339,3
4487782,2,7964527,0
5560898,0,8380272,0
5560898,0,7964527,0
5560898,0,4909087,5
10230503,0,6353021,0
3277133,1,4333359,3
3277133,1,3483203,2
8542692,0,4819449,2
8542692,0,3639023,1
8542692,0,7964527,0
5560898,0,7964527,0
2493856,0,146073,0
10139745,0,233813,1
10139745,0,5309300,0
9161067,3,8380272,0
9161067,3,3483203,2
5560898,0,7964527,0
7332095,3,4909087,5
7183666,0,478288,1
7183666,0,3800761,0
5560898,0,3483203,2
5560898,0,9003475,2
5560898,0,2901002,1
4150078,2,9209546,3
2493856,0,2925052,1
8364914,3,7964527,0
8364914,3,4909087,5
8878774,0,8878774,0
8878774,0,7252651,1
6311520,12,6195815,1
6311520,12,2901002,1
5426588,2,1252759,3
5426588,2,3483203,2
10245736,1,230454,0
10245736,1,7273886,1
10245736,1,8258902,-1
10245736,1,1252759,3
3277133,1,4909087,5
3277133,1,4909087,5
3277133,1,10232261,0
3277133,1,2701933,0
6220759,0,4867193,2
6220759,0,7013576,1
6220759,0,6631196,1
7319366,1,2901002,1
9341104,1,9341104,1
9341104,1,3483203,2
9341104,1,6552084,0
9341104,1,4585713,1
4172411,4,9209546,3
4172411,4,2901002,1
4172411,4,7964527,0
10112632,0,2901002,1
9919494,-3,3316882,-1
9919494,-3,1532172,0
9919494,-3,17160,1
7518091,2,532312,1
9793589,0,7223727,3
4005417,2,9209546,3
4005417,2,5178905,0
10215211,2,9936763,2
9161067,3,9161067,3
7795084,2,3483203,2
7795084,2,2535611,1
7795084,2,1717828,0
9727789,0,3483203,2
288609,1,3483203,2
288609,1,2535611,1
4727608,0,8380272,0
10206336,2,7579547,1
8791503,0,2535611,1
7518091,2,9461974,0
7518091,2,9413990,1
7518091,2,9937273,2
7489488,0,7847903,0
7489488,0,9067615,1
8683269,0,2901002,1
10174011,0,2136892,0
6296473,1,4098013,0
9923495,1,5916727,1
9814693,2,9209546,3
9814693,2,4909087,5
9500464,2,2535611,1
9500464,2,9209546,3
5661594,5,5299969,3
10179907,-1,9067615,1
10179907,-1,308903,0
10087103,0,9546225,0
10087103,0,2799941,0
7319366,1,6671176,2
7319366,1,10101628,0
3701435,3,2901002,1
7004463,0,7964527,0
8854868,3,2901002,1
8854868,3,9274732,1
10164199,0,2413201,1
10112632,0,797495,1
10112632,0,2136892,0
10112632,0,7964527,0
10112632,0,2314391,0
9754169,1,6361531,2
9754169,1,9435107,1
9754169,1,2695448,-1
9814693,2,6671176,2
9814693,2,7964527,0
9851762,0,5575238,1
7319366,1,2901002,1
4862326,0,2901002,1
7319366,1,2901002,1
7319366,1,2535611,1
5229651,0,9209546,3
7590993,2,4909087,5
7590993,2,4174466,1
8881141,2,9274732,1
10118268,-3,1532460,1
9814693,2,2901002,1
4930767,0,4930767,0
4930767,0,8427263,0
3262260,2,2901002,1
5776061,1,2901002,1
7938217,3,190597,2
7938217,3,7938217,3
5286020,1,7173785,1
3277133,1,9299259,-5
3277133,1,4737952,2
3277133,1,2570261,1
5703997,0,3490320,0
5703997,0,9209546,3
5703997,0,2136892,0
3277133,1,2535611,1
2987780,3,10011003,1
9851762,0,2901002,1
1175276,1,6615163,1
1175276,1,7964527,0
4650297,1,8146556,0
4650297,1,7571052,1
4650297,1,8166632,0
7319366,1,5811078,2
4948889,3,2901002,1
4948889,3,2901002,1
420892,1,2901002,1
1718956,2,4492932,3
10112275,0,7964527,0
7092900,2,2336654,7
2731627,0,2759482,1
4948889,3,7964527,0
4948889,3,9209546,3
4948889,3,7964527,0
4948889,3,704848,7
4948889,3,9209546,3
6944193,1,532312,1
7361872,2,4684861,1
8526986,1,2901002,1
7058823,1,8380272,0
7058823,1,2901002,1
7058823,1,3483203,2
9978457,1,7964527,0
10095849,3,9754169,1
9978457,1,2901002,1
4713504,2,8380272,0
4713504,2,4593127,1
4713504,2,7964527,0
7590993,2,4264155,0
7590993,2,6671176,2
7590993,2,2901002,1
8526986,1,2901002,1
8863651,2,7715811,0
4948889,3,3141704,1
4948889,3,2901002,1
7590993,2,7386332,0
7590993,2,2137255,2
8007037,0,7668911,1
714319,2,7619676,1
714319,2,6361531,2
2520416,2,2901002,1
2520416,2,9209546,3
2520416,2,532312,1
7166834,1,2901002,1
2520416,2,9209546,3
2520416,2,2901002,1
2520416,2,5811078,2
2520416,2,7746365,1
8007037,0,8007037,0
9305523,1,9209546,3
8007037,0,3704368,0
8007037,0,2535611,1
8007037,0,3483203,2
8007037,0,2137255,2
9431057,1,7386332,0
9431057,1,9806717,0
6930275,0,6930275,0
6930275,0,3112049,1
6930275,0,8371811,1
8117146,1,2303761,4
8117146,1,2570261,1
8117146,1,7964527,0
8913334,-3,487339,3
2366975,3,9209546,3
4948889,3,2901002,1
1021602,3,8305660,0
1021602,3,532312,1
1021602,3,9232410,6
8117146,1,2901002,1
8377782,0,2901002,1
4949486,3,2017661,0
4949486,3,5215507,4
4949486,3,7671874,4
10002343,-4,532312,1
7290240,2,4323,2
10022489,0,7964527,0
6571807,-2,8898218,0
9749924,3,7311767,3
5856119,1,8008776,0
2560244,1,1267132,0
2560244,1,9209546,3
4447920,2,2901002,1
4930767,0,5745211,2
10028257,2,6361531,2
6664990,5,9605907,0
9896697,0,9462257,2
9896697,0,10000141,0
9347149,2,5458214,5
6027759,1,2901002,1
6027759,1,6158987,0
9978457,1,9209546,3
9978457,1,6321559,0
4140027,0,7386332,0
4140027,0,7964527,0
7828747,0,9274732,1
6621095,0,2535611,1
9099959,1,9209546,3
9099959,1,10004959,0
9099959,1,2901002,1
6476801,4,3483203,2
6476801,4,6671176,2
7705108,0,1106952,1
7705108,0,8747,3
7705108,0,870281,1
9915008,2,2336654,7
9915008,2,9609447,2
6328506,0,908494,0
10002855,1,2796965,0
10002855,1,3986395,0
3071728,4,2336654,7
3071728,4,7964527,0
6745924,1,3483203,2
985805,2,9209546,3
985805,2,10000506,0
9298540,4,8278193,0
714319,2,2901002,1
9099959,1,2336654,7
9099959,1,2901002,1
9099959,1,5811078,2
9755419,1,7964527,0
9755419,1,2535611,1
9979425,0,7547749,0
9280381,2,7936002,3
9280381,2,790387,0
9976400,1,3198568,0
9976400,1,9664208,0
9119615,0,9209546,3
8306666,1,736937,1
7252868,0,2901002,1
9983733,0,1018659,0
9983733,0,5649747,1
4923452,3,4923452,3
4923452,3,9209546,3
4923452,3,4871110,1
4923452,3,2336654,7
8421707,2,8471144,2
8421707,2,8589512,0
8421707,2,3152844,0
9978457,1,6671176,2
9978457,1,8259064,3
6383397,0,4737952,2
6383397,0,5374924,0
9814693,2,9968677,0
8602567,1,1509797,0
4140027,0,2535611,1
9430995,0,4333359,3
9430995,0,1592364,1
8385787,2,9034642,1
5089491,-1,4340985,4
3154212,1,3154212,1
3154212,1,4800652,1
3154212,1,4909087,5
9928075,2,9209546,3
9928075,2,3316882,-1
9927674,0,6477201,0
9927674,0,8708364,0
9927674,0,4492932,3
4950219,0,2796965,0
9927674,0,3992043,0
9927674,0,416467,3
8683269,0,9085596,2
7406634,1,9209546,3
4210341,0,4210341,0
9840637,2,4871110,1
6064886,2,9209546,3
9572558,-1,6361531,2
9572558,-1,4323,2
1134881,1,5916727,1
1134881,1,9209546,3
3860993,0,9947339,1
9730578,-1,8259064,3
1362485,2,7964527,0
5305512,0,2354344,0
4208085,3,4472331,1
9656021,4,7964527,0
8791503,0,9609447,2
8791503,0,3483203,2
8791503,0,5085211,3
3088202,1,9274732,1
9933618,0,1540468,0
1161841,0,736937,1
7398654,0,7716312,2
9929376,1,1252759,3
5703997,0,4333359,3
1972924,0,9274732,1
7476643,0,9209546,3
9099959,1,2901002,1
8493059,1,2901002,1
9563832,0,2901002,1
7535911,0,9209546,3
9467345,1,3483203,2
2463655,1,2336654,7
2463655,1,9885313,1
4140027,0,4909087,5
4140027,0,7964527,0
6818308,3,7964527,0
4140027,0,7964527,0
