UserId,Score
11196704,1
1768419,2
10539466,0
7535419,0
11451039,3
8791503,0
11600963,2
11135962,1
7867536,0
11091145,1
5868293,1
11247027,3
8212173,1
11451522,1
4133063,21
7469605,9
4982782,0
11588430,0
11585893,-1
9405787,0
11523244,0
9024698,1
11135962,1
7535419,1
4375983,-1
8579587,1
5868293,3
5868293,1
3116753,3
11135962,0
4526288,1
10396157,1
10267489,2
8051444,-2
